id,title,genre1,genre2,genre3,genre4
16867,Double Civilization and Scenario Pack: Spain and Inca,Strategy
16868,Sid Meier&acirc;&#128;&#153;s Civilization&Acirc;&reg; V: Babylon (Nebuchadnezzar II),Strategy
16870,Sid Meier's Civilization V - Gods and Kings,Strategy
17080,Tribes: Ascend,Action,Free to Play
17097,Tribes: Ascend - Ultimate Weapons Pack,Action,Free to Play
17100,Children of the Nile: Enhanced Edition,Strategy,Simulation
17120,Children of the Nile: Alexandria,Strategy,Simulation
17140,Hinterland,RPG,Strategy
17180,Mosby's Confederacy,Strategy
17300,Crysis,Action
17330,Crysis Warhead&Acirc;&reg;,Action
17390,SPORE&acirc;&#132;&cent;,Simulation
17410,Mirror's Edge&acirc;&#132;&cent;,Action,Adventure
17430,Need for Speed Undercover,Action,Racing
17440,SPORE&trade; Creepy &amp; Cute Parts Pack,Simulation
17450,Dragon Age: Origins,RPG
17460,Mass Effect,Action,RPG
17470,Dead Space,Action
17480,Command &amp; Conquer: Red Alert 3,Strategy
17500,Zombie Panic! Source,Action,Free to Play,Indie
17510,Age of Chivalry,Indie
17520,Synergy,Action,Free to Play
17530,D.I.P.R.I.P. Warm Up,Indie
17550,Eternal Silence,Action
17570,"Pirates, Vikings, and Knights II",Action,Free to Play,Indie
17580,Dystopia,Action,Free to Play,Indie
17700,INSURGENCY: Modern Infantry Combat,Action
17710,Nuclear Dawn,Action,Strategy
17730,Smashball,Sports,Action
17740,Empires Mod,Action,Free to Play,Strategy
18000,"Precipice of Darkness, Episode One",Adventure,RPG
18020,"Precipice of Darkness, Episode Two",Adventure,RPG
18040,DeathSpank,Action,Indie,RPG
18050,DeathSpank: Thongs of Virtue,Action,RPG,Indie
18070,The Baconing,Action,Adventure,RPG
18080,The Baconing DLC - Roesha &acirc;&#128;&#147; One Bad Mutha Co-op Character,Action,Adventure,RPG
18120,Unstoppable Gorg,Action,Casual,Indie,Strategy
18300,Spectraball,Casual,Indie
18400,Crazy Machines 2,Casual,Strategy
18407,Crazy Machines 2: Liquid Force Add-on,Casual,Strategy
18408,Crazy Machines 2: Time Travel Add-On,Casual,Strategy
18420,Crazy Machines,Casual,Strategy
18430,Crazy Machines 1.5,Casual,Strategy
18440,Crazy Machines 2: Back to the Shop Add-On,Casual,Strategy
18470,Helldorado,Strategy
18480,Mata Hari,Adventure
18500,Defense Grid: The Awakening,Indie,Strategy
18508,Defense Grid: Resurgence Map Pack 1,Strategy,Indie
18509,Defense Grid: Resurgence Map Pack 2,Strategy,Indie
18520,Defense Grid: Resurgence Map Pack 3,Strategy,Indie
18521,Defense Grid: Resurgence Map Pack 4,Strategy,Indie
